sample_id,date,mode,mode_short,sample_group,claim_id,claim_text,claim_type,claim_role,entity,value,unit,support_status,support_type,trace_support_type,mismatch_type,error_type,confidence,checker_reason,supporting_evidence_ids,aligned_evidence_ids,boundary_violation_count,mode_quality_score,mode_grounding_rate,mode_unsupported_count,mode_numeric_count,report_path,quality_summary_path,trace_summary_path,boundary_summary_path,human_is_checker_correct,human_correct_label,human_comment
S031,2023-12-02,M2_raw_evidence_llm,M2,boundary_violation,,前方地质情况不明，且已揭露,,,,,,boundary_violation,,,forward_fact_misuse,boundary:forward_fact_misuse,,,,,1,84,0.8158,7,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-02\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-02\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-02\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-02\M2_raw_evidence_llm\boundary_summary.json,,,
S032,2023-10-25,M2_raw_evidence_llm,M2,boundary_violation,,前方 0-30m 范围，综合地质预报与已揭露,,,,,,boundary_violation,,,forward_fact_misuse,boundary:forward_fact_misuse,,,,,2,69,0.7447,12,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-25\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-25\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-25\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-25\M2_raw_evidence_llm\boundary_summary.json,,,
S033,2023-09-27,M2_raw_evidence_llm,M2,boundary_violation,,前方预测，并非现场已揭露,,,,,,boundary_violation,,,forward_fact_misuse,boundary:forward_fact_misuse,,,,,1,79,0.8182,8,3,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-27\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-27\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-27\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-27\M2_raw_evidence_llm\boundary_summary.json,,,
S034,2023-10-18,M3_twin_evidence_pack_llm,M3,boundary_violation,,GRCI、RAI 等指标均为关注度指标，非灾害或风险概率,,,,,,boundary_violation,,,grci_probability_misuse,boundary:grci_probability_misuse,,,,,1,18,0.8448,9,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-18\M3_twin_evidence_pack_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-18\M3_twin_evidence_pack_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-18\M3_twin_evidence_pack_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-18\M3_twin_evidence_pack_llm\boundary_summary.json,,,
S035,2023-09-18,M3_twin_evidence_pack_llm,M3,boundary_violation,,cutterhead_power_proxy` 等指标为相对负载代理指标，不代表真实物理功率,,,,,,boundary_violation,,,plc_proxy_misuse,boundary:plc_proxy_misuse,,,,,1,69,0.746,16,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-18\M3_twin_evidence_pack_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-18\M3_twin_evidence_pack_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-18\M3_twin_evidence_pack_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-18\M3_twin_evidence_pack_llm\boundary_summary.json,,,
S036,2023-10-15,M2_raw_evidence_llm,M2,boundary_violation,,前方预测，并非现场已揭露,,,,,,boundary_violation,,,forward_fact_misuse,boundary:forward_fact_misuse,,,,,1,74,0.775,9,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-15\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-15\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-15\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-15\M2_raw_evidence_llm\boundary_summary.json,,,
S037,2023-12-07,M2_raw_evidence_llm,M2,boundary_violation,,前方地质情况不明，且后方已揭露,,,,,,boundary_violation,,,forward_fact_misuse,boundary:forward_fact_misuse,,,,,1,74,0.641,14,5,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-07\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-07\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-07\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-07\M2_raw_evidence_llm\boundary_summary.json,,,
S038,2023-09-28,M1_direct_llm,M1,other_checker_flag,claim_0040,- **关注区段：** 前方 30 米，里程范围 DK1013+370 至 DK1013+400（共 3 个单元）。,forward_segment,forward_attention,,30.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,84,0.875,5,4,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M1_direct_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M1_direct_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M1_direct_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M1_direct_llm\boundary_summary.json,,,
S039,2023-12-18,M2_raw_evidence_llm,M2,other_checker_flag,claim_0078,2.  **地质风险：** 当前掌子面及前方 0-10m 范围地质条件预测为Ⅳ级围岩，围岩极破碎，存在掉块风险。,forward_segment,forward_attention,围岩极破碎,0.0,,partially_supported,forward_segment,forward_attention_support,role_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,74,0.6528,25,5,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M2_raw_evidence_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M2_raw_evidence_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M2_raw_evidence_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M2_raw_evidence_llm\boundary_summary.json,,,
S040,2023-12-20,M3_twin_evidence_pack_llm,M3,other_checker_flag,claim_0055,*   **20-30m (DK1014+504 ~ DK1014+514):** 关注等级“中等”。,forward_segment,general_report_claim,,20.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,54,0.7705,14,3,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M3_twin_evidence_pack_llm\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M3_twin_evidence_pack_llm\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M3_twin_evidence_pack_llm\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M3_twin_evidence_pack_llm\boundary_summary.json,,,
S041,2023-10-07,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0013,前方 30 m 范围内地质预报显示围岩以Ⅳ级为主，局部为Ⅴ级，需关注掉块、稳定性较差及围岩破碎等风险。,forward_segment,forward_attention,围岩破碎,30.0,m,partially_supported,forward_segment,forward_attention_support,role_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,100,0.9333,3,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-07\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-07\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-07\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-07\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S042,2023-10-20,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0059,4. 前方 10-30 m 范围证据不确定性较高，建议结合现场揭示进行核查，不将缺证解释为低风险。,forward_segment,forward_attention,,10.0,,partially_supported,forward_segment,forward_attention_support,role_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,95,0.9796,1,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-20\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-20\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-20\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-20\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S043,2023-09-28,M4_full_twin_governance_trace_boundary_reviser,M4,numeric_error,claim_0069,5. 当前 Evidence Pack 未提供足够证据，不作扩展判断。,unknown,general_report_claim,,,,unsupported,none,none,overclaim,E10_NUMERIC_VALUE_UNGROUNDED,0.0,,,,0,100,0.8814,7,4,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-09-28\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S044,2023-10-16,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0053,3. 已掘区段（DK1013+610–DK1013+630）地质-施工响应耦合关注度为 medium，围岩破碎、掉块风险持续存在，建议加强支护参数复核。,geology_cell,general_report_claim,围岩破碎,1013.0,,unsupported,none,none,scope_mismatch,E1_UNSUPPORTED_CLAIM,0.0,未找到与该 DK 区段对应的 key_cell。,,,0,100,0.8182,8,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-16\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-16\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-16\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-16\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S045,2023-12-21,M4_full_twin_governance_trace_boundary_reviser,M4,numeric_error,claim_0008,当日 TBM 施工日期为 2023年12月21日。,unknown,general_report_claim,,2023.0,,unsupported,none,none,overclaim,E10_NUMERIC_VALUE_UNGROUNDED,0.0,,,,0,100,0.8824,6,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S046,2023-12-15,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0028,状态间存在多次切换。,unknown,general_report_claim,,,,unsupported,none,none,overclaim,E11_HEADING_FALSE_POSITIVE,0.0,,,,0,100,0.8431,8,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S047,2023-12-05,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0046,10-20m 范围（DK1014+309～DK1014+319）和 20-30m 范围（DK1014+319～DK1014+329）未形成有效地质证据覆盖，不宜据此判断为低风险，建议结合现场揭示和后续预报资料补充核查。,forward_segment,general_report_claim,,10.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,95,0.907,4,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-05\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-05\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-05\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-05\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S048,2023-11-30,M4_full_twin_governance_trace_boundary_reviser,M4,numeric_error,claim_0007,本日报覆盖日期为 2023 年 11 月 30 日。,unknown,general_report_claim,,2023.0,,unsupported,none,none,overclaim,E10_NUMERIC_VALUE_UNGROUNDED,0.0,,,,0,100,0.8298,8,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-11-30\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-11-30\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-11-30\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-11-30\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S049,2023-12-14,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0023,当日 PLC 数据聚类识别出多种施工状态。,unknown,general_report_claim,PLC,,,unsupported,none,none,overclaim,E11_HEADING_FALSE_POSITIVE,0.0,,,,0,95,0.9216,4,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-14\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-14\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-14\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-14\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S050,2023-10-19,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0053,- 0-10 m（DK1013+707 ～ DK1013+717）：attention_level medium，不确定性低，建议重点复核稳定性较差、围岩极破碎、掉块、裂隙密集等迹象，关注支护时效。,forward_segment,general_report_claim,围岩极破碎,0.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,95,0.96,2,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-19\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-19\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-19\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-10-19\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S051,2023-12-08,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0071,5. 前方 10–30 m 范围缺乏有效地质证据覆盖，不宜据此判断为低风险，建议结合后续预报资料补充核查。,forward_segment,forward_attention,,10.0,,partially_supported,forward_segment,forward_attention_support,role_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,100,0.8833,7,3,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-08\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-08\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-08\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-08\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S052,2023-12-26,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0047,- **0~10 m（DK1014+557~DK1014+567）**：主要地质关注为明显反射异常、围岩极破碎、掉块、裂隙密集，综合关注等级为中等，置信度较高，不确定性低。,forward_segment,general_report_claim,围岩极破碎,0.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,100,0.9565,2,0,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-26\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-26\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-26\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-26\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S053,2023-12-15,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0018,过渡模式及异常模式占比较低。,unknown,general_report_claim,,,,unsupported,none,none,overclaim,E11_HEADING_FALSE_POSITIVE,0.0,,,,0,100,0.8431,8,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-15\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S054,2023-12-18,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0007,前方 0–30 m 范围整体关注等级为 low，但 0–10 m 段存在围岩极破碎、掉块等地质关注点。,forward_segment,forward_attention,围岩极破碎,0.0,,partially_supported,forward_segment,forward_attention_support,role_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,100,0.8723,6,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-18\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S055,2023-12-20,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0021,当日PLC数据聚类识别出多种运行状态。,unknown,general_report_claim,PLC,,,unsupported,none,none,overclaim,E11_HEADING_FALSE_POSITIVE,0.0,,,,0,100,0.9,5,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-20\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S056,2023-12-21,M4_full_twin_governance_trace_boundary_reviser,M4,other_checker_flag,claim_0050,- 0-10m（DK1014+491～DK1014+501）：关注等级低，主要地质关注为围岩破碎、明显反射异常、裂隙发育、掉块，融合围岩等级Ⅳ级，置信度低，不确定性高。,forward_segment,general_report_claim,围岩破碎,0.0,,partially_supported,forward_segment,forward_attention_support,scope_warning,,0.6,找到可支撑的结构化证据。; forward_segment 已命中，但 source_trace 为空。,,,0,100,0.8824,6,2,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-21\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
S057,2023-12-28,M4_full_twin_governance_trace_boundary_reviser,M4,unsupported_or_mismatch,claim_0052,以上前方地质关注提示基于超前地质预报证据，需结合后续掘进揭示进行复核。,forward_segment,forward_attention,,,,unsupported,none,none,overclaim,E11_HEADING_FALSE_POSITIVE,0.0,未找到对应的前方分段结构化证据。,,,0,90,0.8696,6,1,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-28\M4_full_twin_governance_trace_boundary_reviser\report.md,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-28\M4_full_twin_governance_trace_boundary_reviser\quality_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-28\M4_full_twin_governance_trace_boundary_reviser\trace_summary.json,experiments\exp02_llm_generation_modes\outputs_real_91dates_structured_trace_v1_merged\reports\2023-12-28\M4_full_twin_governance_trace_boundary_reviser\boundary_summary.json,,,
